disease,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
colorectal cancer,-0.14820231,0.13299161,-0.067434326,0.10411407,-0.18264125,0.04431192,-0.3019196,0.0047500837,0.18977314,-0.026849138,0.11151743,0.2700189,0.15420787,-0.117555305,0.167738,-0.09359439,0.17450874,-0.04659517,0.14443664,-0.16230626,-0.12444441,-0.04861892,0.093266025,0.1732294,-0.09127414,-0.11851598,0.06584458,-0.17606658,0.091821045,-0.26857206,-0.089443415,-0.2025178,0.011984003,0.06971337,-0.15865202,0.14917697,-0.18989414,-0.099275224,-0.058633782,0.1391966,-0.013432583,-0.19079739,-0.08561136,0.18423064,-0.060678087,-0.02928279,0.20979863,-0.134585,-0.012815797,-0.27040753,-0.065005004,-0.08357447,-0.072782226,-0.07354919,-0.19010648,0.21217188,-0.058409423,0.03415185,0.11292926,-0.026266795,0.16406922,-0.096331276,-0.061371073,0.20607695,-0.08374892,0.2092359,-0.22529669,0.069294706,0.0014389857,-0.15620555,0.057253905,0.00809727,0.029369956,-0.10420023,-0.17216514,0.23369332,-0.26238212,0.18907872,0.06809327,-0.11878764,0.1413461,-0.12909666,-0.026515666,0.18103933,-0.007617681,-0.08375677,0.0050635487,-0.001185392,0.19397531,0.07239829,-0.073877566,0.20829776,0.2722573,-0.14843626,0.24779528,-0.2524661,-0.08920021,0.0724326,0.03320127,0.04199703,0.048147667,-0.026059723,-0.09254002,0.1356546,0.13718046,0.0136193205,-0.09387289,-0.083575286,0.03599108,0.1146264,0.04038797,0.11127292,-0.29563287,-0.053123116,-0.16218247,0.13736008,-0.052139886,-0.2197764,0.08327994,-0.13979815,-0.0107414685,0.14084597,-0.022432398,-0.104932,0.08242645,-0.018444205,-0.011756322,0.05704198
breast invasive carcinoma,-0.43150243,0.38954487,-0.19742832,0.30199835,-0.5342873,0.12736723,-0.8831671,0.01476258,0.55327433,-0.07703956,0.32702273,0.78623164,0.44852838,-0.34222072,0.49089321,-0.2748424,0.5119564,-0.13430335,0.41870156,-0.47148463,-0.3623726,-0.1431694,0.26941186,0.5030239,-0.26819038,-0.34667593,0.19387776,-0.5126895,0.27053076,-0.781921,-0.2621915,-0.58946127,0.033991683,0.20560716,-0.4631995,0.4357598,-0.5533374,-0.28831005,-0.16934131,0.40748212,-0.041783527,-0.5575647,-0.24924918,0.534884,-0.17536113,-0.08739033,0.6098366,-0.38982138,-0.03684304,-0.79067254,-0.19048731,-0.24130373,-0.21445781,-0.21282893,-0.5565438,0.6215359,-0.17179501,0.097952284,0.3284266,-0.0737223,0.48128358,-0.28375727,-0.18137783,0.6025081,-0.24300726,0.6116745,-0.65650004,0.20420316,0.0057329657,-0.45736536,0.16609801,0.022047909,0.08369262,-0.30626407,-0.5035088,0.68081146,-0.7626955,0.5535574,0.19736178,-0.34600353,0.4144695,-0.37906224,-0.076229826,0.52709115,-0.020876475,-0.2454538,0.013869364,-0.0025633047,0.56427234,0.20959367,-0.21372658,0.6064808,0.79637,-0.43553218,0.72647864,-0.73873705,-0.26196697,0.20929733,0.09435818,0.12335826,0.14268558,-0.0741426,-0.26791713,0.3949082,0.40254375,0.039241876,-0.27569893,-0.24503383,0.10866533,0.33592018,0.11685352,0.32361087,-0.8613354,-0.15375344,-0.47135943,0.40302518,-0.14996828,-0.6393168,0.24458984,-0.40990353,-0.033154838,0.41290504,-0.0639403,-0.3041719,0.24186184,-0.05575369,-0.036367316,0.1695734
colon cancer,-0.45688128,0.41261828,-0.20919135,0.31976718,-0.5659143,0.13483219,-0.9353573,0.015734417,0.58582,-0.081500985,0.34639978,0.8325785,0.4749319,-0.36232552,0.5199536,-0.2911362,0.5422096,-0.14216079,0.44339514,-0.4992674,-0.38366398,-0.15170267,0.28529254,0.53268296,-0.28408504,-0.36724243,0.20538709,-0.542867,0.28653762,-0.82801837,-0.2777616,-0.6241883,0.035903487,0.21779716,-0.4906686,0.46160626,-0.5859044,-0.3052498,-0.17927347,0.43162,-0.04428561,-0.59058595,-0.26385254,0.56643844,-0.18564768,-0.09260889,0.64579946,-0.41281486,-0.03890205,-0.83742577,-0.20183674,-0.25551984,-0.22716898,-0.22532915,-0.5894665,0.65827155,-0.18201639,0.103670016,0.3477243,-0.07805453,0.5097338,-0.3005416,-0.19213173,0.6381693,-0.25727668,0.647877,-0.69515806,0.21631832,0.006142389,-0.48444492,0.17581026,0.023281116,0.08858163,-0.32438815,-0.5333251,0.7209173,-0.8077051,0.58629924,0.20893326,-0.36632046,0.4389944,-0.4014861,-0.080641545,0.5581199,-0.022028472,-0.26003507,0.01458675,-0.0026171724,0.59752375,0.22189777,-0.2262826,0.6422027,0.8434479,-0.46128565,0.7693702,-0.78240347,-0.2774994,0.22159941,0.099891596,0.13074535,0.15115781,-0.0784573,-0.2836828,0.41812664,0.4263456,0.041444622,-0.2920412,-0.25958797,0.11506693,0.35583103,0.12365682,0.34262726,-0.91210705,-0.16274618,-0.49913195,0.42686534,-0.15877081,-0.6770075,0.25910175,-0.43416336,-0.03517547,0.43733945,-0.06764182,-0.3220726,0.25622195,-0.059099734,-0.038566086,0.17959845
liposarcoma,-0.24494371,0.2211131,-0.112493895,0.17192033,-0.3034298,0.072808385,-0.50108486,0.008590228,0.31380937,-0.04379874,0.18551365,0.4468799,0.25492492,-0.19414839,0.2787169,-0.15580797,0.2898724,-0.076552354,0.23879641,-0.2683745,-0.20556003,-0.08126765,0.15398555,0.28650236,-0.1519487,-0.19715036,0.10979517,-0.29114,0.1528288,-0.44449693,-0.14896435,-0.33500904,0.019160336,0.116206266,-0.26370764,0.2480159,-0.31404823,-0.1638597,-0.096520394,0.23140426,-0.022896795,-0.31697467,-0.14117509,0.30477032,-0.099912934,-0.04919769,0.34711948,-0.22247225,-0.020497764,-0.44889185,-0.10846665,-0.13791955,-0.12127571,-0.121243805,-0.3157788,0.35232034,-0.09749268,0.05594862,0.18648,-0.042932075,0.27257982,-0.160298,-0.1023673,0.34228265,-0.13814327,0.3475142,-0.37271816,0.11552496,0.0030494644,-0.25960946,0.09420201,0.012761913,0.048043247,-0.1733367,-0.28606853,0.38666603,-0.4343055,0.31405786,0.11218557,-0.19616735,0.2349396,-0.21462971,-0.043255124,0.29937404,-0.011942195,-0.13952023,0.007670463,-0.0012594851,0.3208687,0.11932729,-0.12179255,0.34456658,0.4519434,-0.24667086,0.41131112,-0.41911355,-0.1485106,0.119405314,0.05439877,0.07033524,0.080449246,-0.04252531,-0.15273976,0.22414906,0.22796956,0.021844955,-0.15626594,-0.13922213,0.060199637,0.19068302,0.06623621,0.18374795,-0.48934188,-0.087361224,-0.26818246,0.2283148,-0.08577011,-0.36364472,0.13871194,-0.23238732,-0.018466134,0.234106,-0.036509294,-0.17326848,0.1373103,-0.031212112,-0.020128407,0.09514998
"squamous cell breast carcinoma, acantholytic variant",-0.1734536,0.15630347,-0.079602525,0.12196191,-0.21460888,0.05184344,-0.35432097,0.0060156416,0.22208145,-0.031145269,0.1310795,0.3165355,0.18062717,-0.1374788,0.19709283,-0.110034496,0.2047064,-0.054409966,0.16949551,-0.19028457,-0.14554101,-0.057357162,0.10946775,0.20319241,-0.10727065,-0.13947755,0.07745027,-0.2061814,0.10774343,-0.31486896,-0.10531525,-0.2373245,0.013650936,0.081912115,-0.18671846,0.17558555,-0.22233409,-0.116147324,-0.06857282,0.16362242,-0.015778903,-0.22430791,-0.09992075,0.21619359,-0.07096686,-0.03453017,0.24608177,-0.1579707,-0.014488276,-0.31750664,-0.07672679,-0.09806542,-0.08550172,-0.08607735,-0.22324741,0.24897899,-0.06882749,0.039855637,0.13210045,-0.030896029,0.19251172,-0.11301291,-0.07208706,0.24214447,-0.09796217,0.24585085,-0.26387483,0.08147248,0.001939112,-0.18355413,0.06676981,0.009264226,0.034328997,-0.12231847,-0.20235956,0.27380663,-0.3079159,0.22201099,0.079575464,-0.13885449,0.16597833,-0.15154064,-0.03074123,0.2120203,-0.008623246,-0.09863894,0.005489042,-0.0009653504,0.22737756,0.08469154,-0.0864798,0.24404168,0.3196025,-0.17419954,0.29051322,-0.29632232,-0.104873076,0.0848331,0.038921107,0.049740586,0.05659189,-0.03037797,-0.10844282,0.15873502,0.16097704,0.015446304,-0.11034787,-0.09841118,0.041923154,0.13478178,0.046971105,0.13017635,-0.34652522,-0.061983027,-0.19012094,0.16124122,-0.06104666,-0.25770462,0.0979607,-0.16419251,-0.0128018465,0.16540171,-0.026050182,-0.12294534,0.09702101,-0.021783488,-0.013918641,0.06680101
rectum adenocarcinoma,-0.26088145,0.23716114,-0.121914305,0.18379343,-0.32545212,0.07791678,-0.53592896,0.010487002,0.33395675,-0.04601269,0.19891497,0.47775817,0.2721527,-0.20640033,0.29887924,-0.16702138,0.3092776,-0.081497744,0.25644258,-0.2873047,-0.21853381,-0.08772199,0.16569406,0.30711535,-0.16272418,-0.2122564,0.11771529,-0.31046912,0.1628354,-0.47534505,-0.16036762,-0.35791075,0.019331025,0.124138586,-0.28417543,0.26722986,-0.33464324,-0.17459191,-0.10300714,0.24836302,-0.023816379,-0.3405561,-0.14938602,0.32702604,-0.1065976,-0.052699953,0.37188336,-0.23912868,-0.020188093,-0.48076624,-0.11745866,-0.1483283,-0.1295968,-0.12949705,-0.33810765,0.37648812,-0.1050136,0.05957866,0.19848108,-0.04705006,0.29102305,-0.17073685,-0.109175324,0.36721468,-0.1471461,0.3728442,-0.39751688,0.12363735,0.0037365044,-0.27834293,0.09963855,0.013244337,0.051497392,-0.18512103,-0.30709347,0.4127431,-0.46584412,0.33618587,0.1193034,-0.20828585,0.2513395,-0.22925577,-0.04530633,0.31935447,-0.012049265,-0.15033294,0.006893998,-9.051012e-05,0.3431099,0.12729093,-0.13016061,0.3678964,0.48368156,-0.26344517,0.4384177,-0.4483402,-0.15921895,0.12784424,0.058823094,0.076669544,0.08582828,-0.045367785,-0.1635882,0.23862575,0.24343573,0.02163554,-0.16745389,-0.14991693,0.062355246,0.20467818,0.06970499,0.19559379,-0.5228508,-0.09262792,-0.28691977,0.24399883,-0.09197038,-0.38915694,0.1488828,-0.24870846,-0.01995162,0.25053206,-0.038541023,-0.18541479,0.14766574,-0.033387084,-0.02140835,0.10048214
esophageal cancer,-0.17309433,0.15525167,-0.07848818,0.12137108,-0.21314655,0.051532336,-0.35261586,0.0053962744,0.22176582,-0.03136676,0.13022953,0.31505516,0.1799512,-0.13736223,0.19578512,-0.10934153,0.20408434,-0.05430051,0.16814753,-0.18920422,-0.1454214,-0.05672854,0.10842817,0.2018471,-0.10667509,-0.13816701,0.07696943,-0.20557505,0.1075307,-0.3133339,-0.10432635,-0.23631792,0.014104077,0.08160245,-0.18482843,0.17381598,-0.22180144,-0.11586824,-0.06831591,0.16244382,-0.016040808,-0.22250757,-0.100163296,0.2145977,-0.07071364,-0.03434717,0.24455296,-0.15660988,-0.015218528,-0.3156643,-0.07569235,-0.09716398,-0.085170016,-0.08571424,-0.22200334,0.24794102,-0.068173036,0.039749682,0.13188565,-0.030183533,0.19183622,-0.11281715,-0.07190506,0.24044915,-0.09773363,0.244126,-0.26309064,0.081055865,0.0017392276,-0.18235253,0.06693689,0.009374932,0.03407262,-0.12188263,-0.20086169,0.27281725,-0.30574906,0.22082034,0.07947806,-0.13886814,0.16516301,-0.15096022,-0.031013945,0.2113561,-0.008894141,-0.09766512,0.006060567,-0.0015239676,0.2262642,0.084410526,-0.08607802,0.24312222,0.31791368,-0.17355287,0.2898233,-0.294866,-0.10420761,0.08432952,0.03840329,0.048837982,0.056443457,-0.030261291,-0.107777946,0.15845245,0.16040328,0.016159033,-0.10968113,-0.09748035,0.042715844,0.13379985,0.047252502,0.12994657,-0.34504342,-0.06203393,-0.18911225,0.16057396,-0.06061461,-0.25630474,0.09726193,-0.16333306,-0.01267154,0.164555,-0.026132144,-0.12227502,0.096193016,-0.021710066,-0.013937323,0.067103274
gallbladder carcinoma,-0.4514128,0.40788788,-0.20697267,0.31605121,-0.55943745,0.13329133,-0.9244338,0.015726477,0.57875973,-0.080445625,0.3424165,0.8228667,0.46934342,-0.35793695,0.51399,-0.28777906,0.5357554,-0.14046758,0.43840688,-0.4935101,-0.3790156,-0.1500334,0.28214166,0.5266011,-0.28078374,-0.3631508,0.20301348,-0.53642416,0.28308347,-0.8183799,-0.27466196,-0.6168772,0.03533158,0.21521565,-0.48525,0.45650402,-0.57891065,-0.30161318,-0.17717203,0.426698,-0.043647066,-0.5839144,-0.2605564,0.56002164,-0.18346685,-0.09152043,0.63839006,-0.40820515,-0.038206086,-0.8277448,-0.19968207,-0.25268933,-0.22448099,-0.22269772,-0.58263147,0.65052843,-0.1799842,0.102446005,0.34354687,-0.077337995,0.5036941,-0.29691082,-0.18982433,0.6308817,-0.2542106,0.6404804,-0.6869081,0.21378884,0.0061192326,-0.47888196,0.173616,0.02297219,0.08759002,-0.3205434,-0.5272589,0.71241593,-0.7985164,0.5794867,0.20641778,-0.36184296,0.43386582,-0.3967417,-0.07957939,0.5515094,-0.021684352,-0.25714928,0.014239039,-0.0024189786,0.59057236,0.21928233,-0.22365181,0.63464415,0.8336444,-0.4558306,0.76015586,-0.77327424,-0.27430105,0.21905868,0.09884604,0.129419,0.14934173,-0.07754673,-0.28043294,0.4131081,0.4212963,0.040722214,-0.2886647,-0.2566934,0.11339418,0.35177392,0.122065425,0.3385161,-0.9014209,-0.16074915,-0.49335206,0.4218385,-0.15697676,-0.6691745,0.25613925,-0.42910752,-0.034773983,0.4322416,-0.06679926,-0.31835482,0.25333607,-0.058388006,-0.038076106,0.17729025
pancreatic cancer,-0.4075965,0.36801448,-0.18661402,0.28535616,-0.5047808,0.12039304,-0.8342777,0.0140173035,0.5225759,-0.072756715,0.308932,0.74280643,0.42374176,-0.32323557,0.46377116,-0.25962433,0.48351315,-0.12690145,0.39572155,-0.44550693,-0.34226596,-0.13527337,0.25468192,0.47534597,-0.25332206,-0.32759,0.18312526,-0.48431346,0.25544906,-0.73874694,-0.2477409,-0.5568943,0.032056063,0.19416279,-0.43774644,0.4118077,-0.52268094,-0.27236474,-0.16001834,0.38497975,-0.039343104,-0.5268341,-0.23536736,0.50548345,-0.16570143,-0.082504936,0.5762469,-0.36845312,-0.034690216,-0.7469647,-0.18004173,-0.22810909,-0.20252715,-0.20110624,-0.52575034,0.58707756,-0.16231002,0.0925731,0.31023225,-0.06982423,0.45456046,-0.26793525,-0.17125656,0.5692514,-0.22957334,0.57791406,-0.6201517,0.1928597,0.005401912,-0.4320875,0.156864,0.0208506,0.07914006,-0.289242,-0.47572508,0.64315176,-0.7207277,0.52292,0.18644309,-0.32678044,0.39149904,-0.35801277,-0.0719798,0.4979262,-0.01971066,-0.23193437,0.013030356,-0.0023556831,0.5331312,0.19803412,-0.20196237,0.5729484,0.7523115,-0.41135213,0.6860986,-0.69784105,-0.2474614,0.19780192,0.08926916,0.11662398,0.13471282,-0.07009377,-0.25319037,0.37302384,0.3801899,0.036957845,-0.2604276,-0.23152798,0.10238737,0.31736153,0.11033919,0.30568674,-0.81372464,-0.14523241,-0.4453716,0.3806615,-0.141763,-0.6040567,0.23105823,-0.38719594,-0.031280264,0.3900294,-0.060415883,-0.28742704,0.22851048,-0.05260879,-0.034282308,0.16000526
breast cancer,-0.14840215,0.13354881,-0.06801741,0.104428835,-0.18341452,0.044475805,-0.3028305,0.0050704293,0.1899555,-0.026738295,0.111967884,0.27081087,0.1545722,-0.1176259,0.16843008,-0.09396135,0.17484677,-0.04665702,0.14514764,-0.1628812,-0.12451765,-0.048949316,0.093812026,0.17394203,-0.09159103,-0.11920573,0.06610035,-0.1763966,0.09193906,-0.26939222,-0.0899624,-0.20305718,0.011750536,0.06987935,-0.159645,0.1501052,-0.19018716,-0.09942959,-0.05877221,0.13982011,-0.013297622,-0.19174635,-0.08549412,0.18507239,-0.060814455,-0.029379878,0.21060914,-0.1353017,-0.012440534,-0.27138555,-0.065546,-0.084047556,-0.072961636,-0.07374423,-0.19076762,0.21272847,-0.058754213,0.034208942,0.11305152,-0.026637957,0.16443391,-0.09644113,-0.061470672,0.20697303,-0.08387412,0.21014825,-0.22572461,0.069515705,0.0015434137,-0.1568406,0.05717221,0.008039625,0.029504422,-0.104436725,-0.17295618,0.23422663,-0.26352787,0.18971327,0.06814973,-0.11879206,0.14178126,-0.12940824,-0.026376937,0.18140082,-0.0074780476,-0.08426936,0.004769414,-0.0008961633,0.19456871,0.07255098,-0.074092515,0.20879376,0.27315608,-0.1487849,0.24817558,-0.2532442,-0.089553066,0.07270037,0.03347266,0.042467155,0.048229,-0.026123295,-0.092892796,0.13581324,0.13749109,0.013251817,-0.09422638,-0.08406498,0.03558614,0.11514497,0.04024652,0.111401595,-0.29642704,-0.0531018,-0.16271839,0.13771877,-0.05236902,-0.22052068,0.08364942,-0.14025508,-0.010809943,0.14129798,-0.022391709,-0.10528938,0.08286276,-0.018485075,-0.01174811,0.056890428
nasopharyngeal cancer,-0.1605638,0.1449879,-0.07415335,0.11311929,-0.199101,0.048156768,-0.32834798,0.0058521475,0.20547977,-0.02873151,0.12155602,0.29345524,0.1673836,-0.12716869,0.18282545,-0.10201038,0.18944424,-0.050424702,0.15750584,-0.17655843,-0.13462318,-0.05330728,0.10184838,0.18864246,-0.09940266,-0.12959883,0.07178538,-0.19095072,0.09959878,-0.29194817,-0.09782309,-0.21996714,0.012413925,0.07578924,-0.1735979,0.16322364,-0.20582873,-0.1075699,-0.06359288,0.15182886,-0.014337095,-0.20826869,-0.09225646,0.20079285,-0.06579921,-0.031936143,0.22837785,-0.14686431,-0.013033171,-0.2944071,-0.071442485,-0.09122397,-0.07913561,-0.07983326,-0.20695034,0.23060212,-0.06392253,0.036958963,0.122269996,-0.029056922,0.17820916,-0.10445953,-0.06663759,0.224685,-0.090722665,0.2281334,-0.24437748,0.07544548,0.0018448232,-0.17024192,0.061663926,0.0085593,0.031941876,-0.113220245,-0.18780912,0.2536645,-0.2859,0.20578739,0.07365845,-0.12837082,0.15377882,-0.14028795,-0.028314529,0.19639096,-0.007878765,-0.0916629,0.004811474,-0.000626803,0.21083699,0.078505024,-0.08022798,0.22613183,0.29624972,-0.16127382,0.26877135,-0.2746119,-0.097230434,0.07877045,0.036357183,0.046423566,0.052303385,-0.028223185,-0.10068033,0.14691423,0.14902404,0.013916433,-0.102284946,-0.09142097,0.038195454,0.12505248,0.043309182,0.12049092,-0.321156,-0.05731762,-0.17634593,0.14931782,-0.05675193,-0.23903476,0.090863146,-0.15214759,-0.011831317,0.15327208,-0.024093734,-0.1140893,0.090072475,-0.020106213,-0.012776855,0.061458305
head and neck squamous cell carcinoma,-0.20535061,0.18597738,-0.09526635,0.14460018,-0.25529012,0.061403036,-0.42080954,0.007790598,0.2628652,-0.036503725,0.1559661,0.37555358,0.21409127,-0.16258247,0.23444188,-0.13093501,0.2429035,-0.06429377,0.20145585,-0.22584663,-0.17212728,-0.06855762,0.13017505,0.24132922,-0.12759086,-0.16627453,0.092217706,-0.24427183,0.12783813,-0.37362888,-0.12558211,-0.2814411,0.015608319,0.097349025,-0.22263363,0.20935418,-0.26332492,-0.1374806,-0.081163675,0.19474003,-0.01863869,-0.26703733,-0.11786039,0.2569021,-0.0839915,-0.041184474,0.29222238,-0.18782774,-0.016388657,-0.37735078,-0.09179557,-0.11656877,-0.10162691,-0.101963535,-0.2653374,0.29562187,-0.08215251,0.047055863,0.15630545,-0.036945645,0.2285169,-0.1340616,-0.08562447,0.28805834,-0.11591111,0.29247275,-0.31269068,0.09691229,0.002642776,-0.21832974,0.07868765,0.010683846,0.040635817,-0.14527592,-0.24082741,0.32459545,-0.36589947,0.26384112,0.09405316,-0.16411419,0.19723275,-0.17995496,-0.035974912,0.25123498,-0.009804391,-0.11768367,0.0058644745,-0.0005119756,0.26975307,0.100259766,-0.10247018,0.28932866,0.37970755,-0.20682685,0.34449342,-0.3519856,-0.124807104,0.10060479,0.04628801,0.05975464,0.06726495,-0.03586148,-0.12866777,0.1878705,0.19111891,0.017526537,-0.13128562,-0.11737591,0.049169157,0.16044918,0.055175453,0.15403253,-0.4110373,-0.0731209,-0.22558174,0.19151388,-0.072403744,-0.3058692,0.11665705,-0.19514857,-0.015434488,0.19658117,-0.030574707,-0.14583755,0.115647435,-0.026024926,-0.016639914,0.07898172
lung adenocarcinoma,-0.342186,0.30902168,-0.15691413,0.2397722,-0.42391765,0.10127363,-0.7003936,0.011899138,0.4386114,-0.06108672,0.25936407,0.6238956,0.35588625,-0.27129975,0.38945046,-0.2179235,0.40565988,-0.10665868,0.33272696,-0.3743544,-0.28726703,-0.1136146,0.21427545,0.39950868,-0.21259665,-0.27525112,0.15367521,-0.40664744,0.2141735,-0.620517,-0.20809743,-0.46771836,0.026815865,0.16282237,-0.36792666,0.346089,-0.43878457,-0.22873755,-0.13449605,0.32331622,-0.032690763,-0.44258553,-0.19743854,0.42488915,-0.13925494,-0.069119774,0.48421663,-0.30986327,-0.02890541,-0.6272234,-0.15135387,-0.19191201,-0.16987371,-0.16901219,-0.4413936,0.49272496,-0.13630448,0.07784273,0.26046166,-0.059083495,0.38140553,-0.22464047,-0.14355312,0.47810563,-0.19280277,0.48539484,-0.5206785,0.1617803,0.004482643,-0.36280948,0.13162692,0.017577464,0.06664981,-0.24265736,-0.3995748,0.54004997,-0.6057144,0.43901157,0.15657085,-0.27422243,0.32858992,-0.30037454,-0.060390264,0.41810882,-0.016553808,-0.19486065,0.010815857,-0.0018503987,0.44783694,0.16639718,-0.1697484,0.48115525,0.63162875,-0.3451565,0.57560086,-0.58584905,-0.2077188,0.16631444,0.07529808,0.098093845,0.11289329,-0.059018087,-0.21284443,0.3131473,0.31900552,0.030796919,-0.21858582,-0.19448967,0.08533178,0.2664941,0.0925628,0.2566409,-0.6833571,-0.12193996,-0.37417698,0.31943467,-0.119284935,-0.5074686,0.19397727,-0.3249915,-0.026138037,0.32738438,-0.050785225,-0.2415694,0.19190425,-0.044013046,-0.028587036,0.13386993
biliary tract cancer,-0.22630128,0.20407571,-0.103739955,0.15883817,-0.28008923,0.06731626,-0.46263546,0.007814099,0.28990367,-0.04053761,0.17121306,0.4127334,0.23549525,-0.17941083,0.25727114,-0.14379251,0.26763406,-0.07076894,0.22054052,-0.24787699,-0.1899477,-0.07493374,0.1422326,0.2646038,-0.14022967,-0.18191835,0.10129446,-0.26895615,0.14108507,-0.41052547,-0.13745363,-0.30944747,0.01781303,0.10724894,-0.24335298,0.22888495,-0.29012546,-0.15140404,-0.089210816,0.2135696,-0.021105139,-0.29257128,-0.13049866,0.28147444,-0.09234863,-0.045358494,0.3205873,-0.20546187,-0.019055419,-0.4144226,-0.1000332,-0.12740982,-0.11191019,-0.11203629,-0.291515,0.32528424,-0.089917034,0.05175678,0.17230563,-0.0396715,0.25165525,-0.14798309,-0.094471686,0.31595844,-0.12767033,0.32078132,-0.34428278,0.10661362,0.002714788,-0.23964179,0.087111615,0.011884784,0.04444358,-0.15998778,-0.26404378,0.35716626,-0.4010669,0.28991503,0.10369876,-0.18127455,0.21687327,-0.19814259,-0.040054645,0.27654523,-0.011130424,-0.12871017,0.0071966387,-0.0012890139,0.29638126,0.11027061,-0.11254079,0.31826982,0.4172549,-0.22772276,0.3797996,-0.386933,-0.13704939,0.11032426,0.05027632,0.06482665,0.074224345,-0.039338514,-0.14110602,0.20710337,0.21044888,0.020313302,-0.14421654,-0.12844455,0.05557911,0.1759819,0.061278723,0.1697932,-0.4519653,-0.08077562,-0.24772748,0.21075957,-0.0792573,-0.33586752,0.12799375,-0.21452174,-0.01697117,0.21609211,-0.03380991,-0.16006121,0.12668931,-0.02873701,-0.018514536,0.08784734
gastric cancer,-0.23934652,0.21563876,-0.10939914,0.16783667,-0.29593578,0.071074925,-0.48906815,0.008069514,0.30668703,-0.04294126,0.18093868,0.43621835,0.24894437,-0.1898171,0.27184516,-0.15198179,0.28310823,-0.074804746,0.23282641,-0.26187456,-0.20096809,-0.07911096,0.15006578,0.27947047,-0.14824873,-0.19207236,0.107077956,-0.28439653,0.14932288,-0.43385825,-0.14514898,-0.32709056,0.018991902,0.11346342,-0.25685996,0.24160472,-0.3068389,-0.16009259,-0.09426846,0.22563381,-0.022516564,-0.3090042,-0.13818768,0.29723123,-0.09759382,-0.04799873,0.33865845,-0.21685906,-0.020417035,-0.43797708,-0.105512545,-0.13443658,-0.11837839,-0.11838467,-0.30812398,0.34395912,-0.094960324,0.054689545,0.1822471,-0.041632153,0.26617017,-0.15663086,-0.099989675,0.333807,-0.13499834,0.33889613,-0.36405364,0.11274668,0.0028423439,-0.25323433,0.092230834,0.012575486,0.046884947,-0.16922614,-0.27893224,0.3776131,-0.42357975,0.3064462,0.10967573,-0.19183968,0.22929022,-0.20956717,-0.04245952,0.2923998,-0.011840113,-0.13588896,0.0077975425,-0.0015459044,0.31321573,0.11654924,-0.11890269,0.3364603,0.4410415,-0.24084677,0.40181476,-0.40903407,-0.14485173,0.116511405,0.052939337,0.06830216,0.07856852,-0.041530155,-0.14902933,0.21905856,0.22258405,0.0217488,-0.15244144,-0.13562948,0.059222583,0.18593322,0.06492831,0.17958723,-0.47775438,-0.08547046,-0.26175797,0.22287787,-0.08365294,-0.35489145,0.13525169,-0.22678657,-0.01796861,0.22844535,-0.03576857,-0.16908954,0.13381636,-0.030441722,-0.019663557,0.093184926
thyroid carcinoma,-0.23129834,0.207854,-0.10505603,0.16197576,-0.28524202,0.06856493,-0.47189093,0.007363545,0.29646942,-0.041721467,0.17442033,0.42099002,0.24037468,-0.18354364,0.26204476,-0.14651035,0.27338386,-0.07232124,0.2243482,-0.2526242,-0.19433019,-0.07607942,0.1444969,0.2694674,-0.14296786,-0.18489277,0.103227526,-0.27470756,0.14424776,-0.41867173,-0.13970311,-0.31573915,0.018696256,0.109500654,-0.24717677,0.23248643,-0.29645976,-0.1547,-0.09104366,0.21744008,-0.0219085,-0.29766303,-0.13384907,0.28646892,-0.09425905,-0.046268772,0.3265901,-0.20889556,-0.020267917,-0.42237818,-0.10134367,-0.12946533,-0.11425558,-0.114302024,-0.29717243,0.3319679,-0.091393396,0.052853096,0.17616852,-0.039837386,0.2569673,-0.15132944,-0.09655561,0.3217197,-0.13044867,0.32662836,-0.35164726,0.108735636,0.0025935895,-0.24410407,0.089343205,0.012259133,0.045204744,-0.16337134,-0.26877764,0.36461493,-0.4083131,0.2955959,0.106045686,-0.18559425,0.22120683,-0.20227565,-0.041277025,0.28242013,-0.011660411,-0.13077343,0.007956231,-0.001889162,0.3022462,0.11258212,-0.114777096,0.32486856,0.4254413,-0.23249479,0.3881561,-0.3946475,-0.13963683,0.1124002,0.05090364,0.06543541,0.075862005,-0.040132463,-0.14374419,0.21172267,0.21488795,0.021532819,-0.14697292,-0.13054545,0.057778254,0.17916115,0.0630184,0.1735766,-0.461154,-0.08273465,-0.25254074,0.21510658,-0.08066884,-0.342371,0.1303304,-0.21874924,-0.017261306,0.22037624,-0.034679543,-0.16314802,0.1288569,-0.02937238,-0.019001476,0.09028766
