disease,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
medulloblastoma cancer,-0.5519242,-0.35979334,-0.08967907,0.8646901,-0.17814113,-0.37519705,-0.56617105,0.46204746,0.29558456,0.03213279,-0.34995377,-0.0183907,-0.8028345,-0.4742112,0.53158873,0.12584777,-0.59812933,0.1237876,0.24724358,-0.5007276,0.11518238,0.42998165,0.34033418,0.58409613,0.32060057,-0.6415348,0.13053633,0.01738822,-0.5445122,0.096428476,-0.75189734,0.02436642,-0.68898106,-0.6401748,0.41441584,0.8212299,-0.4186596,0.4114977,0.023233887,0.19978571,0.07721357,0.37883306,-0.5259233,-0.43067944,0.2975141,-0.34406,0.26381093,-0.18255007,-0.50478804,-0.3605744,-0.21738993,-0.063320786,-0.584076,0.41048416,0.8546499,0.5781119,-0.936106,0.2350796,0.5907411,-0.4011338,0.4156669,0.122900724,0.22115904,-0.22800742,0.46700844,0.54056823,0.7394433,-0.52296615,-0.10950761,-0.7090607,-0.6427013,0.2828825,-0.19115189,-0.7449854,-0.47478214,0.76588964,0.021075763,-0.18958198,0.42495552,0.70765716,0.17687964,0.41820943,-0.17716557,-0.5673411,0.75247645,0.5426138,0.5530029,0.41250244,0.04985342,-0.6704931,0.7653494,-0.517167,0.1791997,-0.04011585,0.11857161,-0.33799535,0.18847263,0.21351403,0.7766192,-0.21380746,-0.026753526,0.4295717,-0.5532001,-0.33757928,0.40996847,-0.04781449,0.5832901,-0.077576235,0.7444121,0.6267648,0.6392208,0.6180508,-0.7077492,-0.26546222,0.3187793,-0.19576725,-0.014843745,-0.52069384,-0.50376517,-0.02581559,-0.26663616,0.15760009,-0.07588701,0.9494093,0.02398721,0.38639024,-0.43067744,-0.8155508
Duke C cancer,-0.74982715,-0.48577678,-0.119532086,1.1733534,-0.24022833,-0.50575626,-0.76638055,0.6256501,0.3986743,0.047609203,-0.4721943,-0.02314804,-1.089799,-0.6418285,0.71966416,0.17466462,-0.8106638,0.16598481,0.33629256,-0.6766621,0.16048938,0.5828781,0.4597935,0.7927972,0.43247154,-0.8690359,0.17413972,0.022029575,-0.7439884,0.13341017,-1.0179968,0.028529666,-0.9353678,-0.8676932,0.5604525,1.1147757,-0.56557107,0.56118286,0.033764355,0.26875913,0.109009705,0.5129104,-0.71603614,-0.58363116,0.40209445,-0.46491796,0.35627544,-0.25158277,-0.68490034,-0.48736805,-0.29214108,-0.08799766,-0.7900921,0.5545668,1.1602893,0.7833648,-1.2732613,0.32127863,0.7996556,-0.54282063,0.56183976,0.16402578,0.29837877,-0.30666673,0.6325047,0.7313656,1.0035821,-0.7094494,-0.1465825,-0.9612509,-0.87068266,0.38078785,-0.25772402,-1.0102055,-0.6425952,1.0385616,0.025707586,-0.2542189,0.58026975,0.95875484,0.24388455,0.56597614,-0.23891196,-0.76737213,1.0199395,0.73506105,0.74974245,0.55985576,0.07105691,-0.91015804,1.0393648,-0.70094514,0.24812979,-0.057264313,0.16543272,-0.45750213,0.2530295,0.28790835,1.0553223,-0.28678408,-0.0337814,0.5812783,-0.74760437,-0.459298,0.555865,-0.06810912,0.79089785,-0.10392487,1.0114312,0.85321075,0.86692595,0.8379185,-0.9598412,-0.35831186,0.4298915,-0.26254794,-0.018178932,-0.70365167,-0.6814944,-0.038520813,-0.3603484,0.21695565,-0.10493786,1.2890979,0.035653077,0.5208391,-0.5823575,-1.1052902
esophageal adenocarcinoma cancer,-0.7734672,-0.5000394,-0.123286754,1.2087781,-0.24784578,-0.52061105,-0.7890457,0.6445367,0.41050857,0.049713068,-0.48617345,-0.024173975,-1.1229974,-0.66103953,0.74106723,0.18041463,-0.83507323,0.17115419,0.34499577,-0.6962165,0.16594338,0.6008988,0.47353166,0.8173273,0.44512463,-0.8949203,0.17907517,0.023229515,-0.76698196,0.13716947,-1.0480707,0.028448313,-0.9641726,-0.89374906,0.5774519,1.1487775,-0.58224916,0.577435,0.03447548,0.27676702,0.11303312,0.528629,-0.73872083,-0.60164535,0.4144035,-0.47881395,0.36714634,-0.259539,-0.7062241,-0.5019816,-0.3005955,-0.0908038,-0.8130932,0.5708146,1.1956179,0.80691046,-1.3132002,0.33032772,0.82324904,-0.5592298,0.5784909,0.16878021,0.30753613,-0.31561473,0.65165704,0.75286365,1.0342413,-0.7315318,-0.15120803,-0.9900828,-0.8969572,0.39169002,-0.26575428,-1.0405236,-0.66179687,1.069692,0.02635033,-0.26152414,0.59751856,0.98736733,0.2515795,0.5830641,-0.24649322,-0.7897804,1.0502905,0.7572158,0.77257264,0.5775702,0.07353087,-0.9384086,1.0713503,-0.7223011,0.25650385,-0.058987923,0.17120387,-0.47172529,0.26041058,0.29671088,1.0881209,-0.29480305,-0.0348655,0.5987164,-0.7690695,-0.47241262,0.57321674,-0.07042523,0.81507444,-0.1076442,1.0428895,0.88080835,0.89358824,0.8632767,-0.98880893,-0.36921495,0.44244632,-0.27010635,-0.019076742,-0.72447455,-0.7020704,-0.04008849,-0.3714628,0.22342248,-0.10755308,1.3282909,0.036961272,0.5361822,-0.59974724,-1.1380007
Schwannoma tumors cancer,-0.6811308,-0.44271815,-0.109008074,1.0674472,-0.21850458,-0.46107024,-0.6979526,0.56942123,0.36330062,0.042018645,-0.43029445,-0.021105194,-0.9911122,-0.58433896,0.6552885,0.15778847,-0.73772454,0.15122691,0.3070366,-0.616842,0.14472687,0.53001255,0.4187812,0.72069454,0.39424646,-0.79117,0.15923798,0.019866206,-0.6754599,0.121136084,-0.927093,0.027579553,-0.85037786,-0.7896761,0.5101408,1.0137889,-0.5153199,0.5106165,0.030576866,0.24501479,0.09777999,0.46662393,-0.65006536,-0.53075737,0.36594892,-0.4234282,0.32432783,-0.2278684,-0.62254244,-0.44381043,-0.26659974,-0.079552904,-0.71995527,0.50537646,1.0552055,0.7129491,-1.156514,0.29242444,0.7283023,-0.4940795,0.5117927,0.14988588,0.27163127,-0.27974564,0.5755848,0.66624236,0.9126582,-0.6448827,-0.13354477,-0.87481654,-0.7923648,0.34748122,-0.23454879,-0.9193083,-0.5850653,0.9451446,0.024023354,-0.23213768,0.52747196,0.8727754,0.22089016,0.515165,-0.21730274,-0.6992081,0.9284644,0.66897213,0.6820243,0.5086096,0.063747406,-0.82728827,0.94488645,-0.63766265,0.22408293,-0.05158958,0.14901777,-0.4160635,0.23090295,0.26215646,0.9589998,-0.26204985,-0.031132644,0.529203,-0.68162626,-0.41826594,0.50528634,-0.06115688,0.7193656,-0.0942895,0.9191175,0.77413696,0.7883442,0.7623724,-0.8733147,-0.32624307,0.39193627,-0.23972541,-0.016593799,-0.6410264,-0.62036026,-0.03406796,-0.32788676,0.19688532,-0.095585465,1.1723695,0.031676553,0.4747827,-0.5303292,-1.0063403
H. Pylori negative gastric cancer,-2.1433966,-1.3778702,-0.32855952,3.355984,-0.6761589,-1.4297878,-2.1840694,1.7818217,1.127634,0.15497874,-1.3368983,-0.05376178,-3.117332,-1.8272462,2.0507288,0.51892424,-2.313424,0.46231312,0.97553897,-1.9247459,0.47926977,1.661062,1.3043413,2.2649236,1.2247081,-2.4791634,0.48290706,0.05064221,-2.153899,0.3979718,-2.9025776,0.061496582,-2.674296,-2.4768744,1.5916042,3.1885357,-1.6055653,1.625481,0.11136431,0.75590897,0.33148885,1.4589169,-2.054905,-1.6622826,1.1396694,-1.3193694,1.0084767,-0.7395199,-1.9543982,-1.3835611,-0.8215089,-0.26265818,-2.2509298,1.5752231,3.3199496,2.234823,-3.6495135,0.9361264,2.279353,-1.5437889,1.5962473,0.4546145,0.84255373,-0.8633875,1.8017625,2.083054,2.8691993,-2.0238285,-0.40641588,-2.7452466,-2.4820924,1.0752019,-0.72601384,-2.8864,-1.8295981,2.9677172,0.057759717,-0.7119884,1.6821587,2.735611,0.7176606,1.6100526,-0.67241657,-2.1852913,2.9134023,2.095473,2.1393597,1.5967594,0.22074142,-2.6001785,2.9735973,-1.9988172,0.73263544,-0.18006434,0.49432245,-1.2993641,0.70970106,0.81230074,3.0209708,-0.8050646,-0.0817282,1.6538612,-2.1276183,-1.3253891,1.5837022,-0.21169937,2.2567296,-0.2858626,2.894457,2.4443212,2.4737408,2.3918657,-2.7422123,-1.0133141,1.2168349,-0.7354342,-0.03851243,-1.9984918,-1.9371295,-0.12767084,-1.0207388,0.6388486,-0.31489515,3.6898122,0.11833753,1.4721098,-1.6550376,-3.157517
Oncocytoma cancer,-0.418756,-0.2761979,-0.06930855,0.65915793,-0.13606189,-0.2884544,-0.43332347,0.35294294,0.22693518,0.021336323,-0.2686315,-0.014503965,-0.61135566,-0.36263782,0.40662614,0.093120605,-0.45658135,0.0952003,0.19022053,-0.38453206,0.08463277,0.32746246,0.2607467,0.44426113,0.24638712,-0.49038434,0.10160523,0.013298186,-0.4115358,0.07252975,-0.57540596,0.022431921,-0.5241274,-0.48875937,0.31681523,0.6252965,-0.32110822,0.31321448,0.01696727,0.15372036,0.055480532,0.28905895,-0.39803457,-0.3281425,0.22741702,-0.26354557,0.20185257,-0.13653271,-0.38387677,-0.27605262,-0.16780157,-0.0469278,-0.44785798,0.31497455,0.6507551,0.44145527,-0.70973784,0.17894566,0.45220417,-0.30656636,0.3185208,0.09546483,0.16929813,-0.17574891,0.35657054,0.41411912,0.5630434,-0.3977726,-0.0842654,-0.5412998,-0.49072906,0.21819039,-0.1462392,-0.56856245,-0.36312577,0.5845692,0.017825283,-0.14671086,0.32239845,0.5407651,0.13225545,0.31962177,-0.13530889,-0.4349672,0.5748963,0.41436562,0.4216228,0.31318018,0.035674304,-0.5097904,0.5820837,-0.39439797,0.13260703,-0.029063249,0.08677919,-0.25765797,0.1455277,0.16358034,0.58981943,-0.16574803,-0.021658022,0.32851362,-0.425019,-0.25781018,0.31190944,-0.0343201,0.44452477,-0.058989484,0.56539166,0.47356895,0.4868043,0.47145948,-0.53983396,-0.20326608,0.24508768,-0.1514585,-0.011851309,-0.39912882,-0.38515192,-0.017191539,-0.20369676,0.118593805,-0.057619624,0.7229074,0.016265118,0.29699418,-0.32970396,-0.6234319
serrated adenoma cancer,-1.2062806,-0.77585137,-0.18850674,1.8843509,-0.38355795,-0.80641276,-1.2273577,1.0025736,0.63614,0.08346684,-0.7537395,-0.0344116,-1.7509823,-1.0279133,1.1527739,0.28720623,-1.3002402,0.26339227,0.54044896,-1.0815157,0.26501474,0.93537205,0.734982,1.2739013,0.6900444,-1.3929346,0.27453464,0.033145506,-1.2035402,0.21828786,-1.630652,0.03776392,-1.5032473,-1.3917385,0.8969954,1.7911481,-0.90386105,0.9053876,0.057704844,0.4276956,0.18248975,0.8219642,-1.1545062,-0.93624383,0.6431863,-0.74332666,0.5694299,-0.41061896,-1.1001987,-0.7794726,-0.46424896,-0.14482342,-1.2642349,0.88627255,1.8644804,1.2561512,-2.05068,0.5192984,1.2806401,-0.86928624,0.89846504,0.25877866,0.47643986,-0.4878054,1.013821,1.1706077,1.6122383,-1.1394409,-0.23221931,-1.5420927,-1.3959005,0.60609734,-0.4113192,-1.6210564,-1.0291098,1.6665496,0.036447007,-0.40303612,0.9376638,1.5370188,0.39823064,0.9064341,-0.3814579,-1.2277882,1.6358118,1.1784016,1.2030867,0.89979094,0.11992461,-1.4626913,1.6708925,-1.1244409,0.4072035,-0.09660935,0.27362615,-0.73310524,0.40171617,0.45944166,1.697823,-0.45465705,-0.050146148,0.9307473,-1.194871,-0.7391295,0.8923196,-0.114848875,1.2693388,-0.16506097,1.6270201,1.3758454,1.391774,1.3444563,-1.540549,-0.572345,0.6857098,-0.41630772,-0.026188439,-1.1249791,-1.0910015,-0.0678567,-0.5764403,0.35345936,-0.17139837,2.0716934,0.06250603,0.8304825,-0.931736,-1.7723514
brainstem gliomas cancer,-2.6277573,-1.6896925,-0.40079048,4.117826,-0.8272242,-1.7526071,-2.6796045,2.1851354,1.3820679,0.1917303,-1.6388305,-0.06337926,-3.824452,-2.2410724,2.515739,0.6387564,-2.8379178,0.5650173,1.2020394,-2.3618064,0.5899779,2.0363479,1.5990635,2.7774794,1.5016474,-3.0416791,0.59083325,0.05914523,-2.6458037,0.4913949,-3.56142,0.07424594,-3.2800908,-3.038679,1.9509897,3.9116836,-1.9689746,1.9990305,0.13955484,0.9257421,0.40831533,1.7883819,-2.5203102,-2.037753,1.3964324,-1.6175554,1.2355498,-0.9097618,-2.3960593,-1.6962397,-1.0065616,-0.3236807,-2.762258,1.9321167,4.073211,2.7414742,-4.4761753,1.1526129,2.7966871,-1.8928456,1.9575814,0.555969,1.0318419,-1.0578846,2.2095373,2.5557494,3.5196216,-2.4810972,-0.4962845,-3.3681915,-3.044303,1.3183333,-0.88860196,-3.5415478,-2.2440472,3.6414464,0.068700135,-0.87202114,2.0680537,3.356273,0.8830158,1.9741948,-0.8226325,-2.6814318,3.5750773,2.5701687,2.6238463,1.956904,0.2728996,-3.1884181,3.6475406,-2.4512508,0.90072244,-0.22347233,0.6082456,-1.5920836,0.86916506,0.99474967,3.7052677,-0.9867601,-0.09784755,2.0281827,-2.6111937,-1.6295983,1.9411129,-0.26185042,2.7675982,-0.3478222,3.5499113,2.9961145,3.033419,2.933988,-3.364265,-1.2413933,1.4919529,-0.9007306,-0.044466216,-2.4508426,-2.375007,-0.15854356,-1.2504456,0.786873,-0.3897807,4.5273123,0.14726487,1.8043398,-2.0294905,-3.8750467
solid pseudopapillary neoplasm of pancreas cancer,-1.4791892,-0.9507416,-0.22939628,2.3121297,-0.46888024,-0.9875459,-1.5052886,1.2291496,0.7790095,0.104432754,-0.9232274,-0.040297147,-2.1483004,-1.2602538,1.4136964,0.354644,-1.594767,0.3213924,0.66609824,-1.3262827,0.32743302,1.1465755,0.9005001,1.5622886,0.8453615,-1.7085623,0.3350667,0.03859477,-1.4798485,0.27025652,-2.0001266,0.044358164,-1.8439386,-1.7071393,1.0990362,2.1975162,-1.107734,1.1142024,0.0730324,0.52315056,0.2260049,1.0072966,-1.4167093,-1.1475416,0.78767264,-0.91078675,0.69719464,-0.5062421,-1.3488566,-0.9551053,-0.56803066,-0.17906117,-1.5507016,1.0863831,2.2876985,1.5406293,-2.5161107,0.6400058,1.5707418,-1.0654331,1.1012317,0.31572348,0.5830243,-0.596937,1.2429495,1.4356241,1.9778032,-1.3968868,-0.28305516,-1.8917687,-1.7116991,0.74227697,-0.50300837,-1.9888042,-1.261767,2.0446897,0.04270362,-0.49278232,1.1537623,1.8853186,0.49108627,1.111034,-0.466303,-1.5058218,2.0069985,1.4450165,1.4753816,1.1028253,0.14925134,-1.7937438,2.0498607,-1.3787504,0.5020526,-0.12073641,0.3379919,-0.897982,0.491228,0.56215537,2.082881,-0.5563203,-0.059476174,1.1409595,-1.4655453,-0.90908045,1.0936233,-0.1429945,1.5565475,-0.20055254,1.995885,1.6873066,1.7065719,1.6489899,-1.8898729,-0.70066166,0.8399928,-0.50901645,-0.03005195,-1.3787996,-1.337055,-0.08530263,-0.70578647,0.43623045,-0.2127204,2.5421662,0.07871983,1.016946,-1.141977,-2.1747031
Luminal B cancer,-1.1679265,-0.7586555,-0.18098988,1.8378081,-0.36968082,-0.78791153,-1.2000303,0.9768908,0.62057215,0.07812626,-0.7357651,-0.02928989,-1.7052909,-1.0028768,1.1260842,0.2784895,-1.2680267,0.25403148,0.54094505,-1.0608373,0.25585282,0.90797395,0.7167083,1.2371249,0.67488354,-1.3606969,0.2685936,0.026321072,-1.1725428,0.2171618,-1.5948024,0.04226971,-1.4612502,-1.3579429,0.87277883,1.7440159,-0.88338363,0.8913233,0.06068383,0.41645098,0.17426108,0.798713,-1.117892,-0.9089526,0.6246004,-0.72486925,0.5531076,-0.39990264,-1.0670446,-0.75978625,-0.45412147,-0.14134072,-1.2390698,0.8671906,1.8160852,1.2253009,-1.9884152,0.5140443,1.2526556,-0.8465632,0.87756866,0.25226146,0.4620873,-0.47667292,0.98740906,1.1455053,1.569248,-1.1050776,-0.2232288,-1.5050862,-1.3605125,0.5944014,-0.39770204,-1.5821725,-1.0043334,1.6269355,0.03473144,-0.39432478,0.9195305,1.5010384,0.3880821,0.8829664,-0.36760646,-1.2026612,1.5986477,1.1487616,1.17112,0.87019897,0.116358794,-1.4197133,1.6246392,-1.0943065,0.3925594,-0.09626771,0.2629517,-0.7104251,0.39223868,0.44579604,1.6483362,-0.44692454,-0.046538778,0.9076241,-1.1733267,-0.7286211,0.8647434,-0.111907564,1.2348218,-0.1547063,1.579288,1.3269283,1.3525794,1.3101585,-1.5022093,-0.55607826,0.67076683,-0.4072112,-0.02095771,-1.0989987,-1.0625634,-0.06493652,-0.55900884,0.34767777,-0.17361823,2.018571,0.061028495,0.8110099,-0.9090287,-1.733637
acute lymphocytic leukemia  cancer,-0.71160394,-0.46117514,-0.11383077,1.1132429,-0.22830544,-0.48028645,-0.7272841,0.5938273,0.3785992,0.044707306,-0.44837144,-0.022385811,-1.0340043,-0.6091772,0.6829753,0.16520819,-0.7692796,0.15787898,0.31843203,-0.642182,0.1517532,0.55326444,0.4365392,0.75235164,0.41062164,-0.82465446,0.1656246,0.021353865,-0.70517594,0.12604232,-0.9660161,0.027527723,-0.88756627,-0.8233664,0.5320946,1.0577165,-0.5368986,0.53171545,0.031543337,0.2553585,0.10294559,0.48691308,-0.6793089,-0.55400205,0.38183284,-0.44139037,0.33835742,-0.23815055,-0.6500478,-0.46269685,-0.27754113,-0.0831833,-0.74975204,0.52640885,1.1008538,0.7433896,-1.2080282,0.3042031,0.7588396,-0.5152786,0.533331,0.15602875,0.28344154,-0.29132107,0.6003298,0.6940722,0.9522608,-0.67336553,-0.1394891,-0.91210043,-0.8263223,0.36160702,-0.24489297,-0.95851445,-0.6098947,0.98540455,0.024843602,-0.24159254,0.5498262,0.90978414,0.23083735,0.53724366,-0.22705644,-0.7282295,0.96773463,0.69760674,0.7115146,0.53143406,0.066941515,-0.8637396,0.9861862,-0.66524655,0.2348645,-0.053841084,0.15644129,-0.43440264,0.24044798,0.27351102,1.0013248,-0.27245042,-0.032507822,0.55174375,-0.7094561,-0.43530163,0.5276603,-0.06415257,0.7505874,-0.09903151,0.9597092,0.80966234,0.82276267,0.7951433,-0.9107601,-0.34031448,0.4081856,-0.2495067,-0.017705545,-0.667962,-0.6469437,-0.036084034,-0.34222144,0.20527847,-0.099034555,1.2230171,0.03337077,0.4946263,-0.5528125,-1.0486798
neuroendocrine neoplasia,-0.4461779,-0.29413348,-0.073330194,0.702808,-0.14454229,-0.30699617,-0.46182635,0.37601185,0.2415124,0.02332549,-0.28594872,-0.014884504,-0.6517764,-0.38635725,0.43333375,0.09993419,-0.48662597,0.10096866,0.20373742,-0.40980023,0.09088538,0.34879622,0.27762294,0.47342262,0.2623209,-0.5226943,0.10781357,0.013548175,-0.43968406,0.07805493,-0.61332035,0.023361446,-0.5586488,-0.52096826,0.33732143,0.6666182,-0.34199524,0.33494705,0.018759493,0.16341822,0.05974912,0.30781844,-0.42439207,-0.3494919,0.24201941,-0.2806213,0.21477062,-0.14627475,-0.40894964,-0.2939458,-0.17844853,-0.05043344,-0.47738343,0.33552542,0.69382447,0.47048816,-0.75665885,0.19164959,0.48198146,-0.32651314,0.33926797,0.10125973,0.18003842,-0.18692097,0.3798776,0.44134444,0.60018724,-0.42373013,-0.08928272,-0.57703143,-0.5229022,0.23223926,-0.15541613,-0.60614264,-0.38689226,0.6232289,0.018412901,-0.15592016,0.34471312,0.57639915,0.14172797,0.34043977,-0.1437394,-0.46358898,0.61293,0.4415399,0.4492925,0.333529,0.03864835,-0.54322886,0.6205063,-0.42022637,0.14207287,-0.031637207,0.093166694,-0.27424902,0.15467407,0.17393987,0.62873757,-0.17628525,-0.022482863,0.34995106,-0.4530266,-0.27554345,0.33217174,-0.037197895,0.47367084,-0.06229207,0.60265684,0.5046118,0.5186831,0.5024765,-0.57546216,-0.21624613,0.26092106,-0.16096692,-0.012009231,-0.42510864,-0.41017684,-0.018921686,-0.21673009,0.12719797,-0.062166005,0.77081907,0.01793351,0.31606066,-0.35116494,-0.66473615
synovial sarcoma cancer,-2.7065244,-1.7380806,-0.41309398,4.237455,-0.85238415,-1.8029188,-2.7565029,2.248785,1.422028,0.198463,-1.686093,-0.06629156,-3.936259,-2.305974,2.5882227,0.65800434,-2.9203289,0.5821002,1.2331675,-2.4285705,0.6081068,2.0966582,1.6454253,2.859654,1.5445884,-3.1293497,0.6075767,0.06243292,-2.7233343,0.5046466,-3.6635108,0.07461165,-3.3767564,-3.126731,2.0081248,4.0261497,-2.0255036,2.0549738,0.1425238,0.95267606,0.4214752,1.8410822,-2.5959232,-2.0980582,1.4376476,-1.6644531,1.2719638,-0.9365921,-2.467319,-1.7455182,-1.0352551,-0.3331886,-2.8406668,1.9873135,4.1922274,2.820999,-4.6096234,1.1841391,2.8767984,-1.9480872,2.0139525,0.57198536,1.0624286,-1.0881927,2.2740304,2.6288047,3.6227598,-2.554888,-0.5114784,-3.4656844,-3.132906,1.3555329,-0.9152715,-3.6440685,-2.308958,3.746757,0.070742525,-0.89681816,2.1269617,3.4531333,0.9089934,2.03175,-0.84766614,-2.75773,3.677966,2.6449044,2.7006571,2.0158014,0.2812063,-3.2829633,3.7549405,-2.5230656,0.9284695,-0.2295732,0.6272817,-1.6395326,0.8941256,1.0241709,3.815094,-1.0142471,-0.101191275,2.0870328,-2.684651,-1.6748676,1.9990133,-0.26968792,2.8488398,-0.35958594,3.6552114,3.087465,3.1228511,3.0194745,-3.4620476,-1.2779295,1.5345751,-0.9263767,-0.04691088,-2.5213578,-2.4442854,-0.1637118,-1.2875674,0.8091079,-0.3994376,4.6594286,0.15171604,1.8562526,-2.0882378,-3.9861302
chromophobe renal cell carcinoma cancer,-0.57855624,-0.38227838,-0.0923702,0.9163986,-0.18508351,-0.39797714,-0.60190356,0.48867828,0.31283668,0.032421224,-0.3707829,-0.015813094,-0.849053,-0.50247335,0.5643747,0.13298705,-0.6336073,0.12855987,0.2728283,-0.5346826,0.12098723,0.45226797,0.36014694,0.61499333,0.34065026,-0.6812301,0.13832627,0.01347388,-0.5772256,0.106033556,-0.7997507,0.02899672,-0.72654533,-0.6786813,0.43719807,0.86820793,-0.44455478,0.44309065,0.028496768,0.21069402,0.07990909,0.39897004,-0.55168325,-0.45306396,0.31287587,-0.36412778,0.27747792,-0.19387962,-0.53036773,-0.38138044,-0.2307892,-0.06763704,-0.6231086,0.43664652,0.90408367,0.61257315,-0.9838349,0.25545275,0.62843424,-0.42382964,0.44103172,0.12954816,0.23201998,-0.241743,0.49361643,0.5753411,0.78127164,-0.54942375,-0.11311392,-0.7520907,-0.68011904,0.30163378,-0.19956289,-0.79026604,-0.5032991,0.81271946,0.021071795,-0.20120335,0.4550242,0.7511647,0.18806992,0.44205552,-0.18403056,-0.60470885,0.7997085,0.5743773,0.58419883,0.43153986,0.053123306,-0.70540345,0.8074724,-0.54609776,0.18749121,-0.044707432,0.12365794,-0.35444552,0.19948411,0.22411704,0.81759226,-0.22853936,-0.025978932,0.45479694,-0.5917201,-0.3639802,0.4301377,-0.05130521,0.6156086,-0.07710093,0.7834234,0.65338314,0.6736439,0.6540077,-0.7497299,-0.27928093,0.3387807,-0.2076998,-0.011780115,-0.55257535,-0.5322835,-0.027174557,-0.2798067,0.16997111,-0.08580984,1.0048583,0.026157478,0.4095266,-0.45621338,-0.86789995
HPV positive cancer,-1.1699023,-0.7690141,-0.17910554,1.8576242,-0.36797616,-0.7977883,-1.2164925,0.98611635,0.62716204,0.075328924,-0.74419045,-0.02404242,-1.7206633,-1.0139377,1.1402634,0.27991486,-1.2814639,0.25296164,0.5642135,-1.0795069,0.2558244,0.9123153,0.7240504,1.243835,0.6842192,-1.3779081,0.27219155,0.018898588,-1.1841916,0.2251469,-1.617276,0.04900866,-1.4709616,-1.3731935,0.8793864,1.7592458,-0.8949284,0.9116564,0.067117125,0.4198154,0.17197338,0.8034967,-1.1200793,-0.9134435,0.6277638,-0.73233414,0.5560444,-0.40394792,-1.0710498,-0.7672104,-0.4603629,-0.14322543,-1.2597342,0.87977284,1.832799,1.2386043,-1.9956594,0.52934045,1.2705035,-0.8539487,0.8883972,0.25450337,0.46363023,-0.48264146,0.9961964,1.1623778,1.5822221,-1.1091808,-0.2213232,-1.5225642,-1.373875,0.60455364,-0.397465,-1.6005974,-1.0157723,1.6463354,0.033745535,-0.39977986,0.93616486,1.5195338,0.39232686,0.8909588,-0.3658466,-1.2218513,1.6198106,1.1603341,1.1808512,0.8703668,0.117255844,-1.4264803,1.6360092,-1.1030501,0.3916271,-0.10019699,0.2614125,-0.7122234,0.39670727,0.4475121,1.6568234,-0.45573458,-0.0437781,0.91705275,-1.1956028,-0.74632514,0.8670813,-0.113360114,1.2441018,-0.1483533,1.5870184,1.3228456,1.3610735,1.3228327,-1.5179819,-0.5591827,0.68018365,-0.41272488,-0.015211576,-1.1127714,-1.071908,-0.064486265,-0.5608648,0.355483,-0.18380274,2.0379837,0.06213279,0.8206502,-0.91897386,-1.758509
cutaneous T-cell lymphoma cancer,-0.69161,-0.45718697,-0.108719125,1.0981292,-0.21980068,-0.47532877,-0.72094554,0.5845896,0.37352315,0.04030893,-0.44294077,-0.016820874,-1.0170233,-0.601258,0.6757871,0.16117698,-0.75867337,0.15218359,0.33092588,-0.6406488,0.14671363,0.5405207,0.43037504,0.7357094,0.4072115,-0.816017,0.16425656,0.013713339,-0.6942974,0.12961912,-0.95816195,0.03353784,-0.8696375,-0.812845,0.52228594,1.0398705,-0.53173363,0.53468347,0.036556277,0.25095972,0.097231604,0.47667542,-0.66038,-0.5413963,0.3733027,-0.43519002,0.33094934,-0.23439898,-0.63397104,-0.45580152,-0.2752661,-0.082263336,-0.7468067,0.52255416,1.083095,0.73346007,-1.1776899,0.3093567,0.752869,-0.5066976,0.5275598,0.1536325,0.27638167,-0.28835148,0.5904622,0.6891692,0.9355017,-0.6566775,-0.13355836,-0.9009879,-0.8139358,0.36052623,-0.2373016,-0.94687057,-0.6023167,0.9738719,0.023384675,-0.2396811,0.54861987,0.8997692,0.2275017,0.52857304,-0.2185364,-0.7245311,0.9584714,0.6874312,0.6990967,0.5152957,0.065457046,-0.8437259,0.9667947,-0.6533135,0.2263448,-0.055717304,0.14977959,-0.42291033,0.2375981,0.2669295,0.9786457,-0.27283764,-0.029079353,0.5440166,-0.7093424,-0.4388385,0.51376677,-0.06330244,0.7365338,-0.090016365,0.9375957,0.7806936,0.8057312,0.782993,-0.89802015,-0.3330249,0.40493768,-0.24741444,-0.0118189,-0.6609499,-0.63625765,-0.03424617,-0.33363774,0.20620775,-0.10560108,1.2040826,0.033140674,0.48901162,-0.5455843,-1.0405148
