disease,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
clear cell renal cell carcinoma cancer,-0.3883358,-0.25396717,-0.065406814,0.6064435,-0.12725008,-0.2656866,-0.3979953,0.32540458,0.20933853,0.01988684,-0.24757302,-0.015439805,-0.56330746,-0.33391708,0.3738435,0.08532162,-0.4203495,0.0891835,0.16948636,-0.35216355,0.077820055,0.303074,0.24044833,0.41072434,0.2266036,-0.4507108,0.09390715,0.014936133,-0.37783304,0.06444746,-0.52826375,0.019683525,-0.4839714,-0.4497001,0.29274604,0.5763023,-0.2953531,0.28427482,0.013356133,0.1422758,0.05141317,0.2673649,-0.3687206,-0.30369878,0.21067442,-0.24299768,0.18700555,-0.12486492,-0.35549623,-0.25462374,-0.15458128,-0.042618904,-0.4103322,0.28931826,0.5994728,0.406362,-0.65669173,0.16115087,0.41512883,-0.28290752,0.2931022,0.08856673,0.15718536,-0.16202609,0.32888502,0.3800785,0.5191873,-0.3684022,-0.079282925,-0.4978248,-0.4521947,0.20025234,-0.13629006,-0.5228272,-0.33425665,0.537405,0.017438289,-0.13526106,0.29377556,0.4971345,0.12083019,0.2948563,-0.12656575,-0.3988067,0.5279616,0.38174573,0.38893595,0.29094034,0.03219928,-0.4715738,0.5372453,-0.36397362,0.12252162,-0.025244089,0.080207855,-0.23909763,0.13440053,0.15183862,0.54518306,-0.15198624,-0.021469073,0.30270275,-0.3887341,-0.23390864,0.28920597,-0.030806933,0.41034374,-0.057022233,0.52275276,0.44075853,0.4498446,0.43436372,-0.49691078,-0.18830839,0.22539276,-0.13966739,-0.013158314,-0.36724433,-0.35544917,-0.015420284,-0.1890021,0.10719931,-0.05003891,0.66564894,0.014160819,0.273715,-0.30373424,-0.571975
Synovial sarcoma cancer,-1.2760369,-0.82152593,-0.1987254,1.9954803,-0.40511832,-0.85362697,-1.2999429,1.0612985,0.67325234,0.088510275,-0.79783046,-0.035350397,-1.8538741,-1.0883029,1.2207812,0.30454344,-1.3767304,0.2780583,0.57495666,-1.1458861,0.28091788,0.9896572,0.77794576,1.3481082,0.7306222,-1.4752053,0.2903446,0.033740576,-1.2751967,0.23238462,-1.7272075,0.040164735,-1.5911038,-1.473743,0.94918734,1.8963313,-0.9570493,0.960774,0.062298685,0.45237997,0.19333383,0.8697035,-1.2215569,-0.9905686,0.68034405,-0.7867986,0.6023022,-0.43541944,-1.1639919,-0.8250227,-0.4913629,-0.15375042,-1.3394445,0.9386118,1.9741154,1.3300669,-2.170059,0.55169326,1.3564751,-0.92005974,0.9512939,0.27352923,0.50376505,-0.5162539,1.0731494,1.239946,1.7067819,-1.2054837,-0.24497004,-1.6330695,-1.477804,0.6418853,-0.4346587,-1.7167395,-1.0896206,1.7649845,0.037936054,-0.42648977,0.9945113,1.6277539,0.42234668,0.95942646,-0.40289083,-1.3006911,1.7326638,1.2475805,1.2735158,0.9515469,0.12749419,-1.5477762,1.7686803,-1.1901819,0.43127388,-0.103177935,0.28986382,-0.77531236,0.42500442,0.48579937,1.7968546,-0.48150572,-0.052228577,0.9853238,-1.2662287,-0.78433114,0.9438675,-0.12217617,1.3435197,-0.17342532,1.7218438,1.4547778,1.4729023,1.4234153,-1.6312537,-0.60537654,0.72603244,-0.44052196,-0.02655827,-1.1911325,-1.1547017,-0.0722547,-0.60959977,0.37538612,-0.18301755,2.1936595,0.06675605,0.87903,-0.9863756,-1.8775414
esophageal cancer,-1.3769754,-0.8866186,-0.21375112,2.1544476,-0.4365721,-0.9210049,-1.4033855,1.1454399,0.7263429,0.09613302,-0.86083984,-0.037290443,-2.001386,-1.1746564,1.3178372,0.3295282,-1.4861709,0.29944396,0.62243044,-1.2371728,0.3039824,1.067899,0.8394394,1.4549787,0.7884358,-1.592613,0.31287435,0.03542172,-1.377825,0.25194633,-1.8647496,0.04290338,-1.7174368,-1.5909774,1.0241449,2.04718,-1.0329045,1.0388492,0.06825056,0.48780486,0.20931195,0.93840516,-1.3185484,-1.0688524,0.73387873,-0.8490158,0.6496473,-0.47093707,-1.2560595,-0.8902585,-0.52999353,-0.16648686,-1.4462299,1.0131238,2.131258,1.4357878,-2.3423784,0.5969843,1.464477,-0.9928741,1.0267081,0.29467294,0.5432213,-0.55684936,1.1582141,1.3386353,1.8424537,-1.3008035,-0.26367077,-1.7630703,-1.5951018,0.6926635,-0.46853074,-1.853462,-1.1761088,1.9055908,0.040203765,-0.4598988,1.0751125,1.7572926,0.4568503,1.0353922,-0.43416575,-1.4042941,1.8707795,1.3466226,1.3745745,1.0265837,0.1383717,-1.6704167,1.9092321,-1.2845501,0.46628216,-0.112269364,0.31358057,-0.83632135,0.458282,0.5238326,1.9395287,-0.51946884,-0.05555287,1.0634273,-1.3672506,-0.84792703,1.018361,-0.13264227,1.4500703,-0.18625693,1.8584989,1.5696924,1.5896118,1.5365192,-1.7610481,-0.6529328,0.7834671,-0.47502765,-0.02772873,-1.2855453,-1.2460462,-0.078681566,-0.6574811,0.40632236,-0.19874357,2.3683858,0.072796665,0.94836634,-1.0645125,-2.0273392
thyroid carcinoma cancer,-0.6893516,-0.44896212,-0.110005744,1.082127,-0.22082554,-0.4674457,-0.7078752,0.57706046,0.36820018,0.042333774,-0.43617234,-0.02071485,-1.0044214,-0.5923443,0.6644673,0.15992038,-0.7478098,0.15281428,0.31322086,-0.62602836,0.14655575,0.5366763,0.42442626,0.7298775,0.39980605,-0.8022795,0.16140036,0.019229576,-0.6848186,0.123517945,-0.9403472,0.028496508,-0.8614179,-0.800569,0.5167789,1.0273486,-0.5225417,0.5189266,0.03171711,0.24817704,0.098811515,0.47257617,-0.6579945,-0.5374402,0.3705285,-0.42914367,0.32839227,-0.23110853,-0.6302696,-0.44976127,-0.27031508,-0.0807599,-0.7305795,0.51259893,1.0694185,0.7227251,-1.1709496,0.29760805,0.7387307,-0.5006281,0.51890516,0.15179755,0.27492473,-0.28358862,0.583252,0.67582995,0.9247782,-0.6528779,-0.13483202,-0.8869536,-0.80306643,0.352567,-0.23721392,-0.932078,-0.59312075,0.95832294,0.024101391,-0.23535682,0.53559875,0.88498133,0.22407049,0.5220267,-0.21960375,-0.7094265,0.94162846,0.67803824,0.6910593,0.51458603,0.06470428,-0.8377298,0.95722777,-0.646064,0.22676656,-0.052719273,0.15074147,-0.42109483,0.23400941,0.26535472,0.97121066,-0.26597878,-0.031110171,0.5363836,-0.6919598,-0.42515308,0.5114445,-0.06213874,0.72879004,-0.09464942,0.9307717,0.7828394,0.7984939,0.77266926,-0.8852586,-0.33034164,0.39747444,-0.24303772,-0.016090617,-0.6499532,-0.628584,-0.03453157,-0.33188182,0.20015194,-0.09789091,1.1882588,0.0322709,0.48128912,-0.5375662,-1.0208173
colorectal cancer,-0.4507719,-0.29603094,-0.07426941,0.70808434,-0.146246,-0.3090594,-0.46484163,0.37895274,0.24327832,0.02401788,-0.2879732,-0.015592504,-0.65702647,-0.38918892,0.43631142,0.100961514,-0.49028262,0.10211651,0.20327872,-0.4119754,0.09199149,0.35202792,0.2797021,0.47774515,0.26399028,-0.5262888,0.10846873,0.0144988615,-0.44322464,0.07805383,-0.6172611,0.022702243,-0.5635501,-0.52478474,0.34013015,0.67204434,-0.34426802,0.3362956,0.018289763,0.1647174,0.060781263,0.3105419,-0.42877263,-0.35270804,0.24420789,-0.28272057,0.21668984,-0.14749847,-0.4128818,-0.29619417,-0.17956361,-0.050821297,-0.4800659,0.3376124,0.6993775,0.47398284,-0.7640479,0.19202144,0.4850523,-0.3291283,0.3416038,0.1020077,0.18174389,-0.18816194,0.38291422,0.44408435,0.6051523,-0.4278062,-0.09040024,-0.5811974,-0.5269434,0.23347653,-0.15706326,-0.6105189,-0.3896857,0.6276764,0.01863683,-0.15687786,0.34661615,0.58042383,0.14287986,0.3431343,-0.145441,-0.46629205,0.6170517,0.4449181,0.452983,0.33709687,0.039063163,-0.54829895,0.62589276,-0.42371294,0.14385578,-0.03161118,0.094481036,-0.27695483,0.15574113,0.17555696,0.6345634,-0.17706724,-0.02296548,0.3525796,-0.45524427,-0.27650818,0.33545902,-0.03752802,0.47767675,-0.0636504,0.60828394,0.51058435,0.5232669,0.5063977,-0.57981807,-0.21815586,0.26256275,-0.16197023,-0.012738877,-0.42800736,-0.41344836,-0.019281728,-0.21880159,0.12776181,-0.061723597,0.7768964,0.018092982,0.318245,-0.35373443,-0.6689813
uterus cancer,-0.508062,-0.32974696,-0.08357176,0.7923734,-0.16492273,-0.34425992,-0.5184224,0.42401552,0.27143845,0.029391488,-0.3211794,-0.018571917,-0.73631364,-0.4348705,0.48703364,0.114809334,-0.5483839,0.114783235,0.22228485,-0.45778742,0.105252914,0.39543724,0.31242302,0.53676057,0.29388806,-0.5876259,0.12013426,0.018102493,-0.49804735,0.086454876,-0.68829566,0.021880832,-0.63268054,-0.58671963,0.38084713,0.7532993,-0.3837468,0.37392604,0.019423224,0.1838744,0.07077416,0.34831294,-0.4837199,-0.396088,0.2738408,-0.31581315,0.24284747,-0.16646673,-0.46435332,-0.33103496,-0.19954002,-0.057469085,-0.5340732,0.3759496,0.78372097,0.52999437,-0.8604754,0.21260624,0.54076,-0.36833766,0.38108325,0.113358565,0.20386429,-0.20936406,0.42866337,0.49478763,0.67848814,-0.48111182,-0.10182139,-0.6496751,-0.58958536,0.2590421,-0.17660761,-0.6825213,-0.4353105,0.70156395,0.02028998,-0.17413382,0.3870124,0.64827424,0.16119465,0.38393822,-0.16403472,-0.51899487,0.6888818,0.497708,0.50758576,0.3801476,0.044993896,-0.61635447,0.702603,-0.47482285,0.16430041,-0.035438046,0.10865399,-0.31136703,0.17327216,0.19679838,0.7135171,-0.19574744,-0.02585661,0.39410126,-0.5053677,-0.30675417,0.3774271,-0.04302471,0.5355948,-0.07328008,0.6840492,0.5780565,0.58730155,0.5668747,-0.6487835,-0.24437563,0.2922141,-0.17983535,-0.015453411,-0.4773559,-0.46260738,-0.02313442,-0.24565133,0.14276177,-0.06713911,0.870383,0.021171074,0.35465485,-0.3950921,-0.74620485
ovarian cancer,-1.3365935,-0.86221886,-0.20734613,2.0938687,-0.4235692,-0.8955953,-1.3646091,1.1131467,0.7061059,0.09255115,-0.836931,-0.035560075,-1.9446274,-1.141802,1.2812268,0.31970155,-1.4444278,0.29061928,0.60747236,-1.2037016,0.29466873,1.0371051,0.81594646,1.4130584,0.7667881,-1.5483367,0.30443183,0.033402514,-1.3385086,0.24549314,-1.813297,0.04301532,-1.6682037,-1.5464172,0.99508524,1.9890494,-1.0043746,1.0110108,0.06701054,0.47411513,0.20245047,0.9115406,-1.2797979,-1.0380687,0.71284384,-0.825253,0.63106936,-0.45733282,-1.2196244,-0.865271,-0.5155295,-0.16168724,-1.4068637,0.9853237,2.0708547,1.3955225,-2.27414,0.5814671,1.4241112,-0.96482027,0.99822664,0.28654465,0.5275758,-0.54154325,1.1254694,1.3018516,1.7900403,-1.2630738,-0.25577945,-1.7137593,-1.5501741,0.67400306,-0.45481703,-1.8016082,-1.1432681,1.8523462,0.039110478,-0.44740027,1.0455868,1.7083503,0.4436914,1.0061762,-0.42122576,-1.3659453,1.8188587,1.3087399,1.335545,0.9963295,0.13414344,-1.6221426,1.8545598,-1.2480438,0.45198458,-0.10930951,0.30373043,-0.8120232,0.4456584,0.50879276,1.8834791,-0.50573844,-0.053712502,1.0336075,-1.3305016,-0.82545805,0.98871815,-0.12868051,1.4087427,-0.17993125,1.8047414,1.5225766,1.5440421,1.4931598,-1.7115114,-0.6343007,0.7619873,-0.46209732,-0.026218481,-1.2499287,-1.2108678,-0.07600655,-0.63849115,0.39524573,-0.194236,2.3013732,0.0705576,0.9221233,-1.034773,-1.9713732
T cell leukemia cancer,-1.1991274,-0.7732236,-0.18696617,1.8767349,-0.3808218,-0.803508,-1.2231811,0.99826676,0.6335908,0.08228322,-0.75084543,-0.03311947,-1.7432564,-1.0238411,1.148579,0.2856398,-1.2949519,0.2615521,0.5419653,-1.0787354,0.26327556,0.9304416,0.73196495,1.2673371,0.68773973,-1.3878732,0.273628,0.03139774,-1.1983734,0.21856236,-1.6252264,0.039030433,-1.4958763,-1.3862617,0.8928064,1.783141,-0.90068305,0.9039631,0.058662914,0.42576838,0.18078923,0.81784725,-1.1476955,-0.93134165,0.6398551,-0.74028254,0.5665134,-0.40883413,-1.0941559,-0.77619344,-0.46270996,-0.1442786,-1.2607254,0.8834229,1.8563235,1.2511135,-2.039314,0.51923674,1.2764236,-0.8654284,0.8951638,0.25767952,0.4738117,-0.48605904,1.0093492,1.1668787,1.6048785,-1.1331744,-0.23039812,-1.5361426,-1.390006,0.6045001,-0.40872222,-1.6148081,-1.02511,1.6602228,0.036061723,-0.40171742,0.93524224,1.5313253,0.39656535,0.902472,-0.37872332,-1.2241956,1.6300577,1.1734884,1.1976194,0.89418894,0.119303234,-1.4549543,1.6628152,-1.1192601,0.40436906,-0.096785,0.2715075,-0.7289138,0.40019217,0.45695868,1.6889567,-0.45372874,-0.049293004,0.9269385,-1.192147,-0.73821926,0.88723266,-0.114379816,1.2633595,-0.16270876,1.6184397,1.3663197,1.3848603,1.3387264,-1.5342424,-0.5694503,0.6834516,-0.41491973,-0.0248451,-1.120894,-1.0861791,-0.06727541,-0.5732473,0.35283992,-0.17244203,2.062806,0.062293172,0.82737964,-0.92803764,-1.7665297
kidney chromophobe cancer,-0.46604913,-0.30673286,-0.07633979,0.7337073,-0.1507894,-0.3200579,-0.48184875,0.3923968,0.25183308,0.024895804,-0.29818255,-0.01539151,-0.68052065,-0.40313536,0.45214978,0.10483052,-0.5079034,0.105213836,0.2125544,-0.4273716,0.0954373,0.3641328,0.28958344,0.49435225,0.27350807,-0.54545414,0.11217408,0.014055699,-0.45965946,0.08172593,-0.63992894,0.023742286,-0.58334786,-0.54374075,0.35195607,0.69602436,-0.35669044,0.3498719,0.019781712,0.17032881,0.06295624,0.32126188,-0.44347948,-0.3648332,0.25250843,-0.2927218,0.22404373,-0.1531876,-0.4270224,-0.30664277,-0.18592373,-0.052902017,-0.497966,0.34993058,0.7244373,0.49103472,-0.79049045,0.20022443,0.5028708,-0.34070644,0.3538929,0.10537882,0.18778777,-0.19479024,0.39645523,0.46041912,0.6266517,-0.44244224,-0.09301799,-0.60227054,-0.54573184,0.24201888,-0.16210549,-0.63268524,-0.4036878,0.6505149,0.018883586,-0.16238363,0.36022425,0.60152256,0.14843589,0.3552404,-0.14995259,-0.48357826,0.6396829,0.46080983,0.46900383,0.34833184,0.04077364,-0.56726897,0.6479718,-0.43864086,0.14900294,-0.033338152,0.097883016,-0.28624505,0.161135,0.18140423,0.65668994,-0.1835679,-0.023204185,0.3651397,-0.4724335,-0.28767362,0.34681597,-0.039228868,0.49447632,-0.06497455,0.6294398,0.5273843,0.541512,0.52449477,-0.6007007,-0.22555706,0.2720315,-0.16764535,-0.012376105,-0.4434128,-0.42798033,-0.020200612,-0.22613448,0.13311763,-0.06502799,0.8048377,0.019099409,0.32951435,-0.3663481,-0.6937065
breast cancer,-0.4466109,-0.29521418,-0.073202446,0.7049636,-0.1444726,-0.30804008,-0.4635437,0.37704152,0.24222974,0.02309824,-0.28685355,-0.014426546,-0.6535108,-0.38755468,0.4348336,0.10012392,-0.4880918,0.100928985,0.20591176,-0.4116812,0.09094186,0.34937996,0.27842808,0.47428828,0.26329264,-0.5245135,0.10818864,0.012897747,-0.4409747,0.07880939,-0.61565524,0.023962785,-0.5598296,-0.522614,0.3380966,0.6683484,-0.3432081,0.3369407,0.019342285,0.16380578,0.05958829,0.30841652,-0.42483374,-0.350089,0.24243578,-0.28143948,0.21515104,-0.14672264,-0.40953916,-0.29476804,-0.17909822,-0.05063225,-0.47948012,0.33682653,0.69570166,0.4719327,-0.7577396,0.19311516,0.48383284,-0.3273511,0.34041655,0.1015117,0.18027584,-0.18755145,0.3808713,0.4430859,0.60167974,-0.42433646,-0.08916275,-0.5789064,-0.5243817,0.23326515,-0.15548189,-0.60811883,-0.38812286,0.6253007,0.018331759,-0.15648702,0.34638733,0.5783629,0.14219089,0.3413395,-0.14366442,-0.46554738,0.6151509,0.44281483,0.45040995,0.3337362,0.03875535,-0.5441401,0.6218698,-0.42123973,0.14208032,-0.032007255,0.09309161,-0.27456403,0.15515366,0.17418872,0.6298518,-0.17715967,-0.022247788,0.35098308,-0.45525047,-0.27726838,0.33256888,-0.037353054,0.47476274,-0.061764542,0.6036891,0.5045459,0.5197316,0.50388443,-0.5771863,-0.21664205,0.26189905,-0.16154177,-0.0115053095,-0.42656568,-0.41123554,-0.018898424,-0.21701673,0.12796591,-0.06310484,0.7729795,0.018046524,0.31708866,-0.3522424,-0.66731423
kidney renal clear cell carcinoma cancer,-0.58527815,-0.38593104,-0.09353432,0.92573035,-0.18735233,-0.4018214,-0.6077082,0.49371248,0.31595558,0.03315018,-0.3744389,-0.016339064,-0.8579392,-0.50752044,0.56991607,0.13458069,-0.64004725,0.13009569,0.2743128,-0.53949445,0.12255902,0.45726746,0.36378142,0.6217631,0.34388423,-0.687929,0.13958961,0.014145587,-0.5833361,0.10676565,-0.80742484,0.028677322,-0.73441464,-0.68551564,0.44180372,0.8773317,-0.4488509,0.44687814,0.028419118,0.21285228,0.081168406,0.40328684,-0.55812037,-0.45805487,0.3162821,-0.36780187,0.28047982,-0.19599324,-0.5363333,-0.3852634,-0.23294982,-0.06836275,-0.6288258,0.44077328,0.91352457,0.61876994,-0.9950192,0.25738704,0.6344455,-0.42823103,0.44535163,0.13081874,0.23458949,-0.2440577,0.4987462,0.58079106,0.78953165,-0.5556033,-0.114529744,-0.7596268,-0.68709946,0.30432788,-0.20188604,-0.7981883,-0.5083268,0.82083297,0.021300169,-0.20306781,0.4592611,0.75859314,0.1900995,0.4466259,-0.18629146,-0.61031955,0.80752033,0.5802494,0.5903469,0.43663436,0.053796265,-0.71324253,0.8161846,-0.55186415,0.18994386,-0.045031212,0.12538773,-0.35846293,0.20141372,0.22657667,0.82666546,-0.23046201,-0.02641234,0.45940506,-0.5969233,-0.36697978,0.43503234,-0.051908575,0.622164,-0.07845123,0.7921438,0.66151035,0.6809498,0.6607542,-0.75737983,-0.2822844,0.341983,-0.20963462,-0.012291067,-0.55796725,-0.53779906,-0.027645918,-0.28292623,0.17149065,-0.086115666,1.0152932,0.026485791,0.41352203,-0.46078482,-0.8762282
prostate cancer,-0.9988901,-0.6460887,-0.15668063,1.5650473,-0.31791648,-0.67172414,-1.021143,0.83301395,0.52948976,0.066515915,-0.6274283,-0.028111372,-1.4533666,-0.8545927,0.9587382,0.23628204,-1.0803277,0.2188019,0.45268965,-0.90134835,0.21741676,0.775845,0.6113232,1.0563447,0.5748516,-1.1582378,0.22962701,0.026426323,-0.99689955,0.18142466,-1.3567182,0.035064463,-1.24685,-1.1565372,0.74523723,1.4865854,-0.7524095,0.75320596,0.0482411,0.35608006,0.14852218,0.6823148,-0.9553524,-0.7766957,0.5341192,-0.6182293,0.4730326,-0.33911055,-0.9120005,-0.64813083,-0.38727933,-0.11937068,-1.0529642,0.73805106,1.547582,1.0438541,-1.698325,0.43255228,1.0656252,-0.7222898,0.7476117,0.21613684,0.39570996,-0.4066628,0.84216344,0.9743813,1.3380033,-0.9445742,-0.19280171,-1.2815284,-1.1597433,0.50577736,-0.34133136,-1.3470396,-0.8556772,1.384948,0.031337537,-0.3364953,0.7786509,1.2778547,0.32890218,0.7532021,-0.31616125,-1.022438,1.3601205,0.9791262,0.9988443,0.7450495,0.097874776,-1.2126244,1.3858864,-0.9335693,0.33456618,-0.07957249,0.22401978,-0.6080198,0.33501464,0.38172275,1.4071763,-0.38018873,-0.042078495,0.77373344,-0.9961979,-0.61567104,0.73964787,-0.09389187,1.0535686,-0.13580616,1.3484572,1.1369689,1.1546983,1.116651,-1.2796651,-0.47558537,0.57133454,-0.3475299,-0.021258613,-0.9362173,-0.90663236,-0.054399192,-0.47846404,0.29305017,-0.14341262,1.7196993,0.050525837,0.6916498,-0.77487844,-1.4741818
bladder cancer,-0.66650283,-0.4343931,-0.10656468,1.0464468,-0.21366324,-0.45234966,-0.684723,0.55815226,0.35628396,0.040554583,-0.42204055,-0.020179294,-0.97125804,-0.5729678,0.64272124,0.15428193,-0.7232425,0.14794603,0.30288202,-0.6056723,0.14132594,0.5190165,0.41061828,0.7057701,0.38686886,-0.7759745,0.15635799,0.01871302,-0.66176325,0.119228646,-0.90957373,0.027998347,-0.8329524,-0.77426714,0.49990505,0.9934255,-0.5055539,0.50159615,0.030484937,0.24020684,0.09514721,0.4570872,-0.63604444,-0.5197737,0.35844877,-0.41517383,0.31771165,-0.22312956,-0.6094692,-0.43510655,-0.26167044,-0.07790639,-0.7067457,0.4959355,1.034096,0.69899845,-1.1320136,0.28761888,0.71456987,-0.48425424,0.50200456,0.14704493,0.26600724,-0.2744936,0.5641263,0.6537631,0.8942554,-0.63134176,-0.13055742,-0.8577984,-0.77671605,0.34123954,-0.22953013,-0.90141577,-0.57372034,0.9267986,0.023569252,-0.22788173,0.51762784,0.85594976,0.21632527,0.5049496,-0.21248096,-0.68628806,0.9107008,0.65579414,0.668325,0.4975765,0.062254652,-0.81004786,0.92556924,-0.6248281,0.21881218,-0.050729737,0.14533633,-0.40729564,0.22654606,0.2567631,0.9390183,-0.25753233,-0.030306062,0.5188478,-0.66946244,-0.41105756,0.49459782,-0.059792455,0.70480186,-0.09162411,0.89992994,0.75671136,0.7721881,0.74725735,-0.8561193,-0.31961596,0.3846246,-0.2353152,-0.015720379,-0.6287989,-0.6080447,-0.03306616,-0.32105982,0.19328037,-0.09451137,1.1489989,0.030921469,0.46574497,-0.5200321,-0.9873087
small intestinal neuroendocrine tumor,-0.71257395,-0.46209964,-0.113903426,1.1153212,-0.22853144,-0.48121578,-0.7287537,0.5948854,0.3792924,0.04468362,-0.44921383,-0.022230249,-1.0358329,-0.61031574,0.6843124,0.16547921,-0.77070314,0.15803525,0.31962416,-0.64361554,0.151959,0.5541086,0.43733224,0.7535308,0.41144747,-0.8262741,0.16594507,0.02112466,-0.7064797,0.12648079,-0.9679895,0.027774192,-0.88901824,-0.8249196,0.53298414,1.0595703,-0.5379586,0.53308517,0.031808663,0.25578663,0.10301349,0.4876865,-0.68025076,-0.5548517,0.38241696,-0.4421941,0.3388783,-0.23860216,-0.6510051,-0.4635262,-0.27809313,-0.08335942,-0.7513899,0.52749133,1.1028135,0.7447751,-1.2098111,0.30511326,0.7603959,-0.5161746,0.53436345,0.15629214,0.2838461,-0.29188156,0.60138166,0.6955132,0.95390415,-0.674355,-0.13959384,-0.9138415,-0.827814,0.3623968,-0.24518876,-0.9603468,-0.61104697,0.9873043,0.024831498,-0.24207163,0.5510967,0.9115554,0.23128657,0.53818786,-0.22727877,-0.7297905,0.96967,0.69887555,0.7127411,0.5321123,0.06706864,-0.86506176,0.98782045,-0.6663798,0.2351476,-0.054052107,0.15660316,-0.43500865,0.24089347,0.2739085,1.002883,-0.27308095,-0.032446563,0.55275434,-0.71109563,-0.436455,0.528405,-0.064294055,0.75184816,-0.09893718,0.9611887,0.8105575,0.82408875,0.79657453,-0.91244316,-0.3408431,0.40901065,-0.24999768,-0.017526697,-0.66926205,-0.64807034,-0.03612677,-0.34271175,0.20581289,-0.099511124,1.2252223,0.03346143,0.49556544,-0.55384046,-1.0508423
lung cancer,-0.8052969,-0.5190074,-0.12839839,1.2560412,-0.2581623,-0.54038984,-0.8191893,0.66976976,0.42629787,0.052621983,-0.504809,-0.025692113,-1.1673722,-0.6866631,0.7695665,0.18813245,-0.8676463,0.17815307,0.356135,-0.72210705,0.17329904,0.62508935,0.49187014,0.85023564,0.4619486,-0.9293854,0.18563832,0.025038082,-0.7976909,0.14203425,-1.0880504,0.028165478,-1.0027688,-0.9284956,0.60020673,1.1942407,-0.6044438,0.59883004,0.035269246,0.28747964,0.118517414,0.5497027,-0.7692557,-0.6258238,0.43092197,-0.497362,0.38173148,-0.27016434,-0.73487854,-0.52149856,-0.3118364,-0.09453983,-0.84358114,0.59240323,1.242832,0.83832157,-1.3668747,0.34213853,0.8546083,-0.5811684,0.600668,0.17513391,0.3198456,-0.32752904,0.6772598,0.7814215,1.0752538,-0.7612055,-0.15749457,-1.0285159,-0.9320481,0.4061315,-0.27658948,-1.0809356,-0.6873982,1.111175,0.027242025,-0.27123618,0.62035334,1.0254785,0.2618476,0.605903,-0.256762,-0.8195072,1.0906774,0.7867953,0.8031101,0.6014548,0.0768434,-0.97633266,1.1141933,-0.75087667,0.26782045,-0.061211586,0.1790261,-0.49085957,0.27024946,0.3085376,1.1321338,-0.30539075,-0.036398347,0.6219902,-0.7974443,-0.489644,0.59655625,-0.07351122,0.84743947,-0.11282289,1.0851144,0.9181305,0.9293264,0.89714843,-1.0274684,-0.38383886,0.4591356,-0.28015763,-0.020435015,-0.75220156,-0.7295782,-0.042214207,-0.3864038,0.23194318,-0.11081834,1.3806454,0.0386971,0.5566263,-0.6229433,-1.181475
Kaposi's sarcoma cancer,-0.3758122,-0.2467776,-0.06332984,0.5883499,-0.12312102,-0.258162,-0.38656968,0.3157047,0.20329304,0.0186535,-0.24045716,-0.01468317,-0.5462238,-0.32411742,0.3629999,0.082313016,-0.4078732,0.086384885,0.1657766,-0.34248507,0.07491154,0.29364035,0.23341765,0.39791504,0.22023124,-0.43759918,0.09141986,0.013999943,-0.3660405,0.06276234,-0.5131292,0.019996218,-0.46900317,-0.43641883,0.28394762,0.5587839,-0.2869231,0.27642304,0.013234251,0.13814114,0.0491769,0.2591764,-0.3567146,-0.29427454,0.20423861,-0.23588796,0.18132745,-0.12078503,-0.3442881,-0.24712983,-0.1503236,-0.041198254,-0.39889574,0.28115916,0.58130664,0.39434144,-0.6356892,0.15693796,0.40326405,-0.27445483,0.2846582,0.08612179,0.15236506,-0.15749426,0.31902578,0.36929214,0.50336117,-0.35679382,-0.07674096,-0.4831526,-0.4387214,0.194846,-0.13199961,-0.5074008,-0.32447687,0.52158445,0.017056338,-0.13158444,0.28524458,0.48261988,0.11689754,0.2860658,-0.12245382,-0.38762742,0.5126267,0.3703973,0.377154,0.2815033,0.030916404,-0.4567832,0.5206476,-0.35293788,0.118020125,-0.024482204,0.07706979,-0.23158714,0.13064426,0.14721447,0.52803683,-0.14806338,-0.02078081,0.2937831,-0.3781814,-0.2276248,0.28004903,-0.029630195,0.39782575,-0.0547857,0.5062908,0.42588264,0.43596998,0.42135143,-0.48209813,-0.18261994,0.21907604,-0.13585839,-0.0124499705,-0.35669416,-0.34485328,-0.014566656,-0.18315092,0.10406367,-0.049051702,0.6455306,0.013507642,0.26592055,-0.29486102,-0.5555307
